State:Abia ,LGA:Aba South,Ward: ABA SOUTH ABA RIVER 11
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST IKWUORIE 10
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH UMUAHIA URBAN II 6
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO ISIALA AMAWU 3
State:Abia ,LGA:Aba North,Ward:ABA NORTH OLD ABA GRA 7
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD ONE 1
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST IKWUEKE EAST 7
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU AROCHUKWU II 6
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH UMUAHIA URBAN III 7
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH MBUTU NGWA 4
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH NGWA UKWU I 4
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST OBOKWE 2
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD TWO 2
State:Abia ,LGA:Bende,Ward:ABIA BENDE UMUHU / EZECHI 11
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO OBORO III 7
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH UBAKALA A 8
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD FOUR 4
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST IPU SOUTH 8
State:Abia ,LGA:Aba South,Ward: ABA SOUTH ENYIMBA 3
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH NKWOACHARA 8
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST IKWURIATOR WEST 2
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST IPU WEST 6
State:Abia ,LGA:Aba South,Ward: ABA SOUTH ASA 2
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO IBERE II 4
State:Abia ,LGA:Bende,Ward:ABIA BENDE IGBERE B 5
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST IKWURIATOR EAST 1
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH AMAPU NTIGHA 8
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST IKWUEKE WEST 8
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA AMASATOR 3
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH ISIALA NSULU 3
State:Abia ,LGA:Bende,Ward:ABIA BENDE ITEM C 8
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO OBORO II 6
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH UBAKALA B 10
State:Abia ,LGA:Aba North,Ward: ABA NORTH UMUOLA 8
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO IKEAGHA II 9
State:Abia ,LGA:Aba South,Ward: ABA SOUTH OHAZU II 6
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH MBAWSI / UMUOMAINTA 10
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH OMOBA 7
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH UMUAHIA URBAN I 5
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO IKEAGHA I 8
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO OBORO IV 8
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST NKPOROBE/OHURU 9
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH IBEKU EAST I 1
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO ARIAM 9
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD THREE 3
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH AMASAA NSULU 1
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA ANIA OHOAFIA 10
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO UMUANYI / ABSU 10
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO UMUNNEKWU 6
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST ASA NORTH 1
State:Abia ,LGA:Aba South,Ward: ABA SOUTH IGWEBUIKE 7
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH OKPORO AHABA 10
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU OHAFOR II 4
State:Abia ,LGA:Bende,Ward:ABIA BENDE AMANKALU/AKOLIUFU 1
State:Abia ,LGA:Aba South,Ward: ABA SOUTH EZIUKWU 1
State:Abia ,LGA:Bende,Ward:ABIA BENDE ITEM B 7
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO OBORO I 5
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA ARO  NGWA 4
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO EZERE 2
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH AHIAUKWU II 5
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST OBUZOR 5
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU UTUTU 9
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD SEVEN 7
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH AKUNEKPU EZIAMA NA OBUBA 6
State:Abia ,LGA:Bende,Ward:ABIA BENDE BENDE 2
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA URTTA 7
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA OKPOR  UMUOBO 10
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST AKWETE 5
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD FIVE 5
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO ACHARA / MGBUGWU 7
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH OVUNGWU 8
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH NDUME 3
State:Abia ,LGA:Aba North,Ward: ABA NORTH URATTA 6
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO ISU AMAWU 4
State:Abia ,LGA:Aba North,Ward:ABA NORTH OSUSU II 4
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH NKWOEGWU 9
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA ISIAMA OHAFIA 1
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA NDI AGBO NKPORO 11
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO OGUNDUASA 5
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH EZELEKE/OGBODIUKWU 1
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA AMAOGUDU ABIRIBA 6
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH OHIAOCHA 3
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA NDI ETITI NKPORO 4
State:Abia ,LGA:Aba North,Ward:ABA NORTH OGBOR I 10
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH ISINGWU 12
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH AHIAUKWU I 4
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH IBEKU EAST II 2
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO IBERE I 3
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH IHIE 6
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA OKANU OHOAFIA 9
State:Abia ,LGA:Aba North,Ward:ABA NORTH ARIARIA MARKET 9
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH NSIRIMO 9
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU OHAFOR I 3
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST AZUMINI 3
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU OVUKWU 1
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST OGWE 3
State:Abia ,LGA:Isuikwuato,Ward:ISUIKWUATO IMENYI 1
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST OZAA UKWU 9
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH NGWA UKWU II 5
State:Abia ,LGA:Aba South,Ward: ABA SOUTH MOSQUE 10
State:Abia ,LGA:Aba North,Ward:ABA NORTH OSUSU I 3
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA EBEM OHAFIA 2
State:Abia ,LGA:Aba South,Ward: ABA SOUTH OHAZU I 5
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH UMUHU 11
State:Abia ,LGA:Bende,Ward:ABIA BENDE UZUAKOLI 13
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA AMAEKE ABIRIBA 5
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD EIGHT 8
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH AMAISE / AMAISE ANABA 1
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST IPU EAST 7
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH MBUTU UKWU 3
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH IBEKU WEST 4
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH EHINA GURU OSOKWA 5
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH UMUOHA 9
State:Abia ,LGA:Aba South,Ward: ABA SOUTH ABA TOWN HALL 12
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH NGWAOBI 2
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD SIX 6
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA UMUNNEISE 9
State:Abia ,LGA:Bende,Ward:ABIA BENDE ITUMBAUZO 9
State:Abia ,LGA:Bende,Ward:ABIA BENDE UGWUEKE/EZEUKWU 3
State:Abia ,LGA:Bende,Ward:ABIA BENDE IGBERE A 4
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH AMAKAMA 7
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO OLOKO I 1
State:Abia ,LGA:Umuahia North,Ward:UAHIA NORTH AFUGIRI 10
State:Abia ,LGA:Bende,Ward:ABIA BENDE UMU  IMENYI 12
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA AMA  ASAA 5
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU IKWUN IHECHIOWA 7
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA OHAFOR OHOAFIA 8
State:Abia ,LGA:Aba North,Ward:ABA NORTH EZIAMA 1
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU AROCHUKWU I 5
State:Abia ,LGA:Aba North,Ward: ABA NORTH UMUOGOR 12
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH OLD UMUAHIA 6
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST OBOHIA 6
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST OZAA WEST 10
State:Abia ,LGA:Bende,Ward:ABIA BENDE ITEM A 6
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU ELEOHA IHECHIOWA 8
